NEH_ADJ;Невшательск.;X
###################################################################;;X
NYE;Северный Йемен;X
NYE_ADJ;Йеменск.;X
NYE_democracy;Йеменская Арабская Республика;X
NYE_presidential_dictatorship;Йеменская Арабская Республика;X
NYE_absolute_monarchy;Рассиды;X
NYE_absolute_monarchy_ADJ;Рассидск.;X
NYE_prussian_constitutionalism;Йеменское Мутаваккилийское Королевство;X
NYE_hms_government;Йеменское Мутаваккилийское Королевство;X
###################################################################;;X
OCC;Окситания;X
OCC_ADJ;Окситанск.;X
OCC_reactionary;Partit Reiau-Alo;X
OCC_liberal;Partit de lo Nacioun Уucitano;X
OCC_conservative;Partit Counservadouro;X
OCC_socialist;Partit Soucialisto;X
OCC_anarcho_liberal;Partit Anarquisto;X
OCC_communist;Partit Comunisto;X;
OCC_fascist;Partit Faissisto;X
###################################################################;;X
OYO;Ойо;X
OYO_ADJ;Ойоск.;X
OYO_absolute_monarchy;Империя Ойо;X
OYO_conservative;Alaafin's Faction;X
OYO_liberal;Reform Faction;X
OYO_reactionary;Military Faction;X
OYO_anarcho_liberal;Radical Faction;X
OYO_socialist;People's Faction;X
OYO_communist;Communist Faction;X
OYO_fascist;Fascist Faction;X
###################################################################;;X
PBC;Перу-Боливия;X
PBC_ADJ;Перуболивийск.;X
PBC_absolute_monarchy;Великое Перу;X
PBC_prussian_constitutionalism;Великое Перу;X
PBC_hms_government;Перу-Боливия;X
PBC_proletarian_dictatorship;Народная Андская Республика;X
PBC_proletarian_dictatorship_ADJ;Андск.;X
PBC_democracy;Андское сообщество;X
PBC_democracy_ADJ;Андск.;X
###################################################################;;X
PHG;Паханг;X
PHG_ADJ;Пахангск.;X
###################################################################;;X
PNJ;Пенджаб;X
PNJ_ADJ;Пенджабск.;X
PNJ_absolute_monarchy;Сикхская Империя;X
PNJ_absolute_monarchy_ADJ;Сикхск.;X
PNJ_prussian_constitutionalism;Сикхская Империя;X
PNJ_prussian_constitutionalism_ADJ;Сикхск.;X
PNJ_hms_government;Сикхское Королевство;X
PNJ_hms_government_ADJ;Сикхск.;X
PNJ_democracy;Халистан;X
PNJ_democracy_ADJ;Халистанск.;X
PNJ_fascist_dictatorship;Халистан;X
PNJ_fascist_dictatorship_ADJ;Халистанск.;X
PNJ_conservative;Khalsa;X
PNJ_liberal;Fauj-i-Khas;X
PNJ_reactionary;Misls;X
PNJ_anarcho_liberal;The Radical Party;X
PNJ_socialist;The Socialist Party;X
PNJ_communist;The Communist Party;X
PNJ_fascist;The Fascist Party;X
###################################################################;;X
PNK;Понтианак;X
PNK_ADJ;Понтианакск.;X
PNK_conservative;Pontianaki Faction;X
PNK_liberal;Sambas Faction;X
PNK_reactionary;Mempawah Faction;X
###################################################################;;X
PIC;Пикардия;X
PIC_ADJ;Пикардск.;X
###################################################################;;X
PRK;Перак;X
PRK_ADJ;Перакск.;X
###################################################################;;X
PRV;Новый Прованс;X
PRV_ADJ;Провансальск.;X
###################################################################;;X
QAT;Катар;X
QAT_ADJ;Катарск.;X
###################################################################;;X
QNG;Цин;X
QNG_ADJ;Цинск.;X
QNG_absolute_monarchy;Великая Империя Цин;X
QNG_prussian_constitutionalism;Великая Империя Цин;X
QNG_hms_government;Великая Империя Цин;X
###################################################################;;X
RDL;Ардалан;X
RDL_ADJ;Ардаланск.;X
###################################################################;;X
RGS;Риу-Гранди-ду-Сул;X
RGS_ADJ;Риуграндидусулск.;X
RGS_conservative;Partido Republicano;X
RGS_liberal;Partido Federalista;X
RGS_socialist;Colorados;X
RGS_communist;Partido Popular;X
RGS_reactionary;Partido Gaucho;X
RGS_anarcho_liberal;Partido Libertador;X
RGS_fascist;Partido dos Pampas;X
###################################################################;;X
RHI;Рейнланд;X
RHI_ADJ;Рейнландск.;X
RHI_liberal;Liberaldem. Partei;X
RHI_liberal_2;Nationalliberale;X
RHI_liberal_3;Freisinnige Partei;X
RHI_conservative;Zentrumspartei;X
RHI_conservative_2;Konservative Partei;X
RHI_conservative_3;Christsoz. Arbeiterpartei;X
RHI_socialist;Deutscher Arbeiterverein;X
RHI_socialist_2;Sozialdem. Arbeiterpartei;X
RHI_socialist_3;Sozial. Arbeiterpartei;X
RHI_reactionary;Nationale Partei;X
RHI_anarcho_liberal;Radical Arbeiterpartei;X
RHI_communist;Communist Arbeiterpartei;X
RHI_fascist;NSDP;X
###################################################################;;X
RUT;Русиния;X
RUT_ADJ;Русинск.;X
RUT_democracy;Русиния;X
QNG_absolute_monarchy;Русинское Царство;X
RUT_proletarian_dictatorship;Народная Республика Русиния;X
RUT_presidential_dictatorship;Русиния;X
###################################################################;;X
RYU;Рюкю;X
RYU_ADJ;Рюкюск.;X
RYU_absolute_monarchy;Королевство Рюкю;X
RYU_conservative;National Party;X
RYU_liberal;Liberal Party;X
RYU_reactionary;Monarchist Party;X
RYU_anarcho_liberal;Libertarian Party;X
RYU_socialist;Social-Democratic Pary;X
RYU_communist;United Workers Party;X
RYU_fascist;National-Socialist Party;X
###################################################################;;X
SAK;Сиак;X
SAK_ADJ;Сиакск.;X
###################################################################;;X
SAT;Кюсю;X
SAT_ADJ;Кюсюкск.;X
SAT_absolute_monarchy;Сацума;X
SAT_prussian_constitutionalism;Сацума;X
SAT_hms_government;Сацума;X
###################################################################;;X
SEG;Бамбара;X
SEG_ADJ;Бамбараск.;X
SEG_conservative;Royal Faction;X
SEG_liberal;Reform Faction;X
SEG_reactionary;Traditional Faction;X
SEG_anarcho_liberal;Freedom Faction;X
SEG_socialist;Socialist Faction;X
SEG_communist;Communist Faction;X
SEG_fascist;New Empire Faction;X
###################################################################;;X
SEN;Тохоку;X
SEN_ADJ;Тохокуск.;X
SEN_absolute_monarchy;Сендай;X
SEN_prussian_constitutionalism;Сендай;X
SEN_hms_government;Сендай;X
###################################################################;;X
SDL;Судеты;X
SDL_ADJ;Судетск.;X
SDL_absolute_monarchy;Судеское графство;X
SDL_hms_government;Судеское графство;X
SDL_prussian_constitutionalism;Судеское графство;X
###################################################################;;X
SGM;Зигмаринген;X
SGM_ADJ;Зигмарингенск.;X
###################################################################;;X
SHK;Шиллук;X
SHK_ADJ;Шиллукск.;X
SHK_absolute_monarchy;Королевство Шиллук;X
SHK_hms_government;Королевство Шиллук;X
SHK_prussian_constitutionalism;Королевство Шиллук;X
SHK_conservative;Shilluk Podh Faction;X
SHK_liberal;Reformist Faction;X
SHK_reactionary;Royal Holiness Faction;X
SHK_anarcho_liberal;Shilluk Libertarian Front;X
SHK_socialist;Shilluk Socialist Front;X
SHK_communist;Shilluk People's Front;X
SHK_fascist;Shilluk National Front;X
###################################################################;;X
SHW;Шоа;X
SHW_ADJ;Шоаск.;X
SHW_conservative;Negus's Faction;X
SHW_liberal;The Liberal Faction;X
SHW_reactionary;The Church Faction;X
SHW_anarcho_liberal;The Radical Faction;X
SHW_socialist;The Socialist Faction;X
SHW_communist;The Communist Faction;X
SHW_fascist;The Fascist Faction;X
###################################################################;;X
SIB;Сибирская республика;X
SIB_ADJ;Сибирск.;X
SIB_absolute_monarchy;Сибирь;X
SIB_prussian_constitutionalism;Сибирь;X
SIB_hms_government;Сибирь;X
SIB_conservative;Slavophile;X
SIB_liberal;Westerniser;X
SIB_communist;Social Democratic;X
SIB_socialist;Menshevik;X
SIB_reactionary;Panslavic;X
SIB_conservative_2;Octobrists;X
SIB_anarcho_liberal;Radicals;X
SIB_fascist;Fascists;X
###################################################################;;X
SLG;Селангор;X
SLG_ADJ;Селангорск.;X
###################################################################;;X
SLS;Силезия;X
SLS_ADJ;Силезск.;X
SLS_liberal;Liberaldem. Partei;X
SLS_conservative;Zentrumspartei;X
SLS_liberal_2;Nationalliberale;X
SLS_socialist;Deutscher Arbeiterverein;X
SLS_reactionary;Nationale Partei;X
SLS_conservative_2;Konservative Partei;X
SLS_anarcho_liberal;Radical Arbeiterpartei;X
SLS_communist;Communist Arbeiterpartei;X
SLS_fascist;Fascists;X
###################################################################;;X
SLW;Сулавеси;X
SLW_ADJ;Сулавесиск.;X
SLW_absolute_monarchy;Бони;X
SLW_prussian_constitutionalism;Бони;X
SLW_hms_government;Бони;X
###################################################################;;X
SPU;Южное Перу;X
SPU_ADJ;Южноперуанск.;X
###################################################################;;X
SUA;Свази;X
SUA_ADJ;Свазиск.;X
SUA_democracy;Свазиленд;X
SUA_fascist_dictatorship;Эсватини;X
SUA_fascist_dictatorship_ADJ;Эсватинск.;X
SUA_proletarian_dictatorship;Свазиленд;X
SUA_presidential_dictatorship;Свазиленд;X
SUA_bourgeois_dictatorship;Свазиленд;X
SUA_conservative;Royal Faction;X
SUA_liberal;Reform Faction;X
SUA_reactionary;Traditional Faction;X
SUA_anarcho_liberal;Freedom Faction;X
SUA_socialist;Socialist Faction;X
SUA_communist;Communist Faction;X
SUA_fascist;Fascist Faction;X
###################################################################;;X
SUL;Сулу;X
SUL_ADJ;Сулуск.;X
SUL_conservative;Conservatist Faction;X
SUL_liberal;Reformist Faction;X
SUL_socialist;Progressive Faction;X
SUL_communist;Communist Faction;X
SUL_reactionary;Nationalist Faction;X
SUL_anarcho_liberal;Radical Faction;X
SUL_fascist;Fascist faction;X
###################################################################;;X
SWH;Шлезвиг-Гольштейн;X
SWH_ADJ;Шлезвигск.;X
SWH_liberal;Liberaldem. Partei;X
SWH_conservative;Zentrumspartei;X
SWH_liberal_2;Nationalliberale;X
SWH_liberal_3;Freisinnige Partei;X
SWH_socialist;Deutscher Arbeiterverein;X
SWH_socialist_2;Sozialdem. Arbeiterpartei;X
SWH_socialist_3;Sozial. Arbeiterpartei;X
SWH_reactionary;Nationale Partei;X
SWH_conservative_2;Konservative Partei;X
SWH_conservative_3;Christsoz. Arbeiterpartei;X
SWH_anarcho_liberal;Radical Arbeiterpartei;X
SWH_communist;Communist Arbeiterpartei;X
SWH_fascist;NSDP;X
###################################################################;;X
TAR;Татарстан;X
TAR_ADJ;Татарск.;X
TAR_conservative;The Conservatives;X
TAR_liberal;The Liberals;X
TAR_reactionary;The Khanate Faction;X
TAR_anarcho_liberal;The Libertains;X
TAR_socialist;The Socialists;X
TAR_communist;The Communists;X
TAR_fascist;The Nationalists;X
###################################################################;;X
TIG;Тиграи;X
TIG_ADJ;Тиграиск.;X
TIG_conservative;Faction of the Ras of Tigray;X
TIG_liberal;Reform Faction;X
TIG_reactionary;Traditionalist faction;X
TIG_anarcho_liberal;Freedom Faction;X
TIG_socialist;Tigrayan People's Liberation Front;X
TIG_communist;Tigrayan Communist Party;X
TIG_fascist;Fascist Faction;X
###################################################################;;X
TKG;Сёгунат Токугава;X
TKG_ADJ;Сёгунатск.;X
TKG_fascist;Кокурюкай;X
###################################################################;;X
TOO;Фута Тооро;X
TOO_ADJ;Футатоорск.;X
TOO_conservative;Almaami Faction;X
TOO_liberal;Reform Faction;X
TOO_reactionary;Religious Faction;X
TOO_anarcho_liberal;Freedom Faction;X
TOO_socialist;Socialist Faction;X
TOO_communist;Communist Faction;X
TOO_fascist;Empire Faction;X
###################################################################;;X
TOS;Сикоку;X
TOS_ADJ;Сикокукс.;X
TOS_absolute_monarchy;Тоса;X
TOS_prussian_constitutionalism;Тоса;X
TOS_hms_government;Тоса;X
###################################################################;;X
TRZ;Трарза;X
TRZ_ADJ;Трарзаск.;X
TRZ_proletarian_dictatorship;Мавритания;X
TRZ_proletarian_dictatorship_ADJ;Мавританск.;X
TRZ_presidential_dictatorship;Мавритания;X
TRZ_presidential_dictatorship_ADJ;Мавританск.;X
TRZ_bourgeois_dictatorship;Мавритания;X
TRZ_bourgeois_dictatorship_ADJ;Мавританск.;X
TRZ_fascist_dictatorship;Мавритания;X
TRZ_fascist_dictatorship_ADJ;Мавританск.;X
TRZ_democracy;Мавритания;Mauritanie;X
TRZ_democracy_ADJ;Мавританск.;X
TRZ_conservative;Emir's Faction;X
TRZ_liberal;Reform Faction;X
TRZ_reactionary;Islamic faction;X
TRZ_conservative_2;Progressive Union;X
TRZ_liberal_2;Agreement Party;X
TRZ_reactionary_2;People's Party;X
TRZ_anarcho_liberal;Radical Faction;X
TRZ_socialist;Association of the Young Mauritanians;X
TRZ_communist;Mauritanian Entente;X
TRZ_fascist;Nahda;X
###################################################################;;X
URA;Урал;X
URA_ADJ;Уральск.;X
URA_absolute_monarchy;Уральское Государство;X
URA_democracy;Уральское Свободное Государство;X
URA_hms_government;Уральское Государство;X
URA_proletarian_dictatorship;Уральская Народная Республика;X
URA_prussian_constitutionalism;Уральское Государство;X
URA_conservative;Slavophile;Slavophile;Slawophile;X
URA_liberal;Westerniser;Westerniser;Westler;X
URA_communist;Social Democratic;Social-democrate;Social Democratic;X
URA_socialist;Menshevik;Menshevik;Menschewiki;X
URA_reactionary;Panslavic;Panslavic;Panslawisten;X
URA_conservative_2;Octobrists;Octobristes;Octobristen;X
URA_anarcho_liberal;Radicals;Radicaux;Radikale;X
URA_fascist;Fascists;Fascistes;Faschisten;X
###################################################################;;X
WES;Вестфалия;X
WES_ADJ;Вестфальск.;X
WES_liberal;Liberaldem. Partei;X
WES_conservative;Zentrumspartei;X
WES_liberal_2;Nationalliberale;X
WES_liberal_3;Freisinnige Partei;X
WES_socialist;Deutscher Arbeiterverein;X
WES_socialist_2;Sozialdem. Arbeiterpartei;X
WES_socialist_3;Sozial. Arbeiterpartei;X
WES_reactionary;Nationale Partei;X
WES_conservative_2;Konservative Partei;X
WES_conservative_3;Christsoz. Arbeiterpartei;X
WES_anarcho_liberal;Radical Arbeiterpartei;X
WES_communist;Communist Arbeiterpartei;X
WES_fascist;NSDP;X
###################################################################;;X
WHA;Уэльс;X
WHA_ADJ;Уэльск.;X
WHA_liberal;Democratiaid Rhyddfrydol;X
WHA_conservative;Plaid Geidwadol;X
WHA_socialist;Plaid Cymru;X
WHA_anarcho_liberal;Anarchwyr;X
WHA_fascist;Meibion Glyndwr;X
WHA_communist;Plaid Gomiwnyddol;X
WHA_reactionary;Plaid Genedlaethol;X
###################################################################;;X
WOL;Волоф;X
WOL_ADJ;Волофск.;X
WOL_conservative;Buur-ba's Faction;X
WOL_liberal;Reform Faction;X
WOL_reactionary;Religious Faction;X
WOL_anarcho_liberal;Freedom Faction;X
WOL_socialist;Socialist Faction;X
WOL_communist;Communist Faction;X
WOL_fascist;Fascist Faction;X
###################################################################;;X
WRI;Варри;X
WRI_ADJ;Варрийск.;X
WRI_conservative;Olu's Faction;X
WRI_liberal;Reform Faction;X
WRI_reactionary;Military Faction;X
WRI_anarcho_liberal;Radical Faction;X
WRI_socialist;People's Faction;X
WRI_communist;Communist Faction;X
WRI_fascist;Fascist Faction;X
###################################################################;;X
WRL;Варсангали;X
WRL_ADJ;Варсангалийск.;X
###################################################################;;X
XHO;Коса;X
XHO_ADJ;Косаск.;X
XHO_democracy;Косаленд;X
XHO_conservative;Conservative Faction;X
XHO_liberal;Liberal Faction;X
XHO_reactionary;Traditional Faction;X
XHO_anarcho_liberal;Radical Faction;X
XHO_socialist;Socialist Faction;X
XHO_communist;Communist Faction;X
XHO_fascist;Fascist Faction;X
###################################################################;;X
YAK;Якутия;X
YAK_ADJ;Якутск.;X
YAK_conservative;The Conservatives;X
YAK_liberal;The Liberals;X
YAK_reactionary;The Khanate Faction;X
YAK_anarcho_liberal;The Libertains;X
YAK_socialist;The Socialists;X
YAK_communist;The Communists;X
YAK_fascist;The Nationalists;X
###################################################################;;X
YZW;Йонедзава;X
YZW_ADJ;Йонедзавск.;X
###################################################################;;X
TCA;Закавказье;X
TCA_ADJ;Закавказск.;X
TCA_absolute_monarchy;Кавказское наместничество;X
###################################################################;;X
ABK;Абхазия;X
ABK_ADJ;Абхазск.;X
ABK_reactionary;Bey Loyalists;X
ABK_conservative;Conservative Faction;X
ABK_liberal;Reformist Faction;X
ABK_anarcho_liberal;Radical Faction;X
ABK_socialist;Socialist Party;X
ABK_communist;People's Party of Abkhazia;X
ABK_fascist;United Abkhazia Party;X
###################################################################;;X
TNT;Танну Тува;X
TNT_ADJ;Тувинск.;X
TNT_absolute_monarchy;Танну Урианхай;X
TNT_proletarian_dictatorship;Тувинская Народная Республика;X
TNT_reactionary;Lama Faction;X
TNT_socialist;Socialist Party;X
TNT_communist;Communist Party;X
TNT_liberal;Liberal Party;X
TNT_anarcho_liberal;Freedom Party;X
TNT_conservative;Conservative Party;X
TNT_fascist;Unity Party;X
###################################################################;;X
TEM;Темешбург;X
TEM_ADJ;Темешбургск.;X
###################################################################;;X
#HPM other;;X
###################################################################;;X
nv_autocracy;Автократия;X
theocracy;Теократия;X
###################################################################;;X
#HPM cultures;;X
###################################################################;;X
dagestani;Дагестанцы;X
circassian;Адыги;X
chechen;Чеченцы;X
gypsy;Цыгане;X
prussian;Прусаки;X
assyrian;Ассирийцы;X
breton;Бретонцы;X
occitan;Окситанцы;X
picard;Пикарды;X
western_slavic;Венеды;X
gur;Гурма;X
western_nigritic;Западные нигрити;X
east_kwa;Ква;X
teda;Тубу;X
nilotic;Нилоты;X
harari;Хабеша;X
cushitic;Кушиты;X
baguirmi;Маба;X
sara;Сара-багирми;X
tiv;Bantoid;X
itsekari;Иджо;X
forest_bantu;Northwest Bantu;X
lacustrine_bantu;Northeast Bantu;X
south_forest_bantu;Central Bantu;X
southern_bantu;Southern Bantu;X
ubangian;Ubangi;X
kikuyu;Kikuyu–Kamba;X
lendu;Ленду;X
kavango;Каванго-Амбунду (Kavango-Kimbundu);X
kuba;Bakuba;X
chokwe;Чокве;X
kingwana;Kingwana;X
ruanda;Руанда;X
xhosa;Коса;X
yao;Яо-Маконде (Yao-Makonde);X
nyasa;Ньяса;X
kilombero;Киломберо (Kilombero);X
kreol;Креол;X
beifaren;Северные Хань;X
nanfaren;Южные Хань;X
alaskan;Alaskan;X
afro_caribeno;Афролатиносы;X
native_american_minor;Индейские меньшинства;X
volga_german;Восточные германцы;X
siebenburger;Трансильванские германцы;X
galician;Галисийцы;X
spanish;Кастильцы;X
rhinelander;Рейнцы;X
arpitan;Арпитанцы;X
faroese;Faroese;X
montenegrin;Черногорцы;X
british;Англичане;X
welsh;Валлийцы;X
scottish;Шотландцы;X
anglo-irish;Англо-ирландцы;X
swiss_german;Швейцаро-германцы;X
swiss_french;Швейцаро-французы;X
swiss_italian;Швейцаро-итальянцы;X
romansh;Романши;X
anglo_indian;Англо-индусы;X
neo_zelandais;Новозеландцы;X
louisianan;Луизианцы;X
cajun;Каджуны;X
french_australian;Франко австралийцы;X
griqua;Гриква;X
ukrainian;Русины;X
venetian;Венеты;X
anglois;Франглоис;X
###################################################################;;X
#HPM POLICIES;;X
###################################################################;;X
serfs;Крепостные;X
movement_serfdom;Про крепостническая лига;X
movement_peonage;Компания за запрет крепостничества;X
social_policy;Соцобеспечение;X
no_position_set;Не выбрано;X
no_position_set_l;Не выбрано;X
no_position_set_desc;Официальной позиции в отношении политики социального обеспечения и того, сколько правительство должно потратить на нее, нет. Эта сумма в основном остается на усмотрение правителя.;X
populist_welfare;Патерналистский;X
populist_welfare_l;Патерналистский;X
populist_welfare_desc;Система социального обеспечения в этом государстве имеет патерналистскую характеристику, с минимальной суммой, установленной для поддержки этой часто популистской политики.;X
welfare_state;Государственное обеспечение;X
welfare_state_l;Государственное обеспечение;X
welfare_state_desc;Это правительство считает, что благосостояние менее удачливых имеет первостепенное значение, и выделяет часть бюджета для достижения этой цели.;X
###################################################################;;X
#HPM REFORMS;;X
###################################################################;;X
colonial_spending_policy;Колонии;X
colonial_spending_policy_l;Колонии;X
colonial_spending_policy_desc;Правительство проводит колониальную политику в отношении своих подданных и не собирается тратить деньги на их благосостояние.;X
safety_regulations;Безопасность;X
no_safety;Не регулируется;X
no_safety_desc;Смерть или тяжелые травмы на рабочем месте не редкое явление, поскольку работодателям не нужно думать о безопасности, а только о прибыли. Правительство не имеет никакого регулирующего законодательства, регулирующего безопасность на рабочем месте, и работникам редко удается подать в суд на своих работодателей из-за несчастных случаев.;X
trinket_safety;Минимальная регуляция;X
trinket_safety_desc;Фабрики обязаны обеспечивать надлежащую вентиляцию и регулярно очищать рабочее пространство. Работники могут подать в суд на своих работодателей в случае несчастного случая, но они редко выигрывают какую-либо компенсацию. Когда они это делают, сумма обычно ничтожна. Правила техники безопасности распространяются только на заводы.;X
low_safety;Ограниченная регуляция;X
low_safety_desc;Правила техники безопасности распространяются на сельскохозяйственный, гражданский строительный и горнодобывающий секторы. В шахтах использование предохранительных ламп является обязательным. Работники, подающие в суд на своих работодателей, все еще с трудом добиваются какой-либо значительной компенсации, но правительство предлагает помощь пострадавшим семьям, хотя предоставленной суммы едва хватает, чтобы отказаться от существования.;X
acceptable_safety;Стандартные правила;X
acceptable_safety_desc;Правила техники безопасности распространяются на все рабочие места в нашей стране. Правительственные учреждения маркируют сельскохозяйственные химикаты для токсичности и потенциального воздействия на здоровье, горнорудные и строительные рабочие обязаны использовать защитные механизмы, а ручные тормоза, управляемые рабочими, едущими на верху железнодорожных вагонов, были отменены. Работникам гарантируются их права, и получение компенсации за несчастные случаи, произошедшие из-за халатности работодателя, является обычным явлением. Государственная помощь пострадавшим является разумной.;X
good_safety;Расширенная регуляция;X
good_safety_desc;Правила техники безопасности распространяются на все рабочие места в нашей стране и охватывают потенциальные психологические проблемы, связанные с длительной изоляцией и даже незначительными травмами. Работодатели обязаны обеспечивать работников средствами защиты и обучать технике безопасности. Предупреждения и напоминания распространяются по всему рабочему месту, чтобы гарантировать, что работники помнят свои инструкции по технике безопасности. Получить компенсацию за халатность работодателя на рабочем месте легко, и правительство поддерживает жертв с хорошей суммой денег.;X
school_reforms;Образование;X
no_schools_l;Отсуствует;X
no_schools;Отсуствует;X
no_schools_desc;Нет ни организованной школьной системы, ни бюджета на образование. Скудный прирост грамотности, который достигается за счет религиозных школ или он основан на неформальном общинном обучении, хотя эти места получают некоторое финансирование, косвенно, от правительства. Высшие учебные заведения либо вообще не существуют, либо полностью религиозны и средневековы. \n§RЕсли средняя грамотность составляет более 25%, то финансирование образования должно составлять более 10%. Если это 50%, то финансирование должно быть не менее 20%. Если она составляет 75%, то финансирование должно составлять не менее 30%. Иначе грамотность начнет падать.§W;X
low_schools;Базовое обучение;X
low_schools_l;Базовое обучение;X
low_schools_desc;Рудиментарная школьная система существует в столице и нескольких важных городах, но зачисление совершенно необязательно. Школы ограничиваются обучением учеников чтению и письму. Нет никакого правительственного учреждения, которое проверяло бы школы, и у них нет общих стандартов преподавания, а те немногие курсы, которые существуют, переполнены. Частные школы обычно находятся в таких же условиях. Учителя не имеют профессионального образования и часто являются просто грамотными людьми, в то время как ученики часто покидают школу, не будучи должным образом обучены. \n§YДля полного эффекта этой реформы ваши расходы на образование должны составлять не менее 30%.§W\n§RЕсли средняя грамотность составляет более 25%, финансирование образования должно составлять более 10%. Если это 50%, то финансирование должно быть не менее 20%. Если она составляет 75%, то финансирование должно составлять не менее 30%. Иначе грамотность начнет падать.§W;X
acceptable_schools;Небязательное образование;X
acceptable_schools_l;Небязательное образование;X
acceptable_schools_desc;Школы можно найти в каждом крупном и большинстве средних городов. Существует правительственное учреждение, которое обеспечивает стандарты качества образования и проверяет, используются ли для этого надлежащие средства. Зачисление поощряется, и иногда это прямо обязательно, но оно не соблюдается должным образом, и ученики часто не ходят в школу по целому ряду причин. Детям также преподают математику и некоторые другие предметы. Начинают появляться учебные заведения для подростков,а также светские высшие учебные заведения для взрослых. Учителя формально обучены, но зачастую плохо. n§YДля полного эффекта этой реформы ваши расходы на образование должны составлять не менее 40%.§W\n§RЕсли средняя грамотность составляет более 25%, финансирование образования должно составлять более 10%. Если это 50%, то финансирование должно быть не менее 20%. Если она составляет 75%, то финансирование должно составлять не менее 30%. Иначе грамотность начнет падать.§W;X
good_schools;Обязательное обучение;X
good_schools_l;Обязательное обучение;X
good_schools_desc;Школы можно найти практически в каждом городе. Государственные учреждения относятся к образованию со всей серьезностью, и зачисление является обязательным и строго контролируется. Детей и подростков обучают различным предметам, помимо чтения и письма, а учителей - педагогике в период их становления. Кампании по ликвидации неграмотности среди взрослых и пожилых людей являются частью усилий правительства по искоренению неграмотности. Высшие учебные заведения считаются хорошими, с возможностью для бедных классов поступить.\n§YДля полного эффекта этой реформы ваши расходы на образование должны составлять не менее 50%.\nA полностью финансируемое образование дает бонус к этой реформе.§W\n§RЕсли средняя грамотность составляет более 25%, финансирование образования должно составлять более 10%. Если это 50%, то финансирование должно быть не менее 20%. Если она составляет 75%, то финансирование должно составлять не менее 30%. Иначе грамотность начнет падать.§W;X
work_hours;Рабочий день;X
no_work_hour_limit_desc;Никаких ограничений по рабочему времени в день. Рабочие практически не имеют никаких прав, и работодатели делают со своими работниками все, что им заблагорассудится. Условия на некоторых рабочих местах аналогичны рабству.;X
fourteen_hours_desc;Законодательство о рабочем времени направлено не только на сокращение рабочей нагрузки, но и дает право на минимальное количество отпусков каждый год, ограничивает чрезмерную ночную работу и устанавливает право на отпуск, причем все это без снижения заработной платы работников. В то время как заработная плата растет, а рабочее время сокращается, у людей появляется больше времени для отдыха и потребления, что повышает спрос. В четырнадцать часов в день у большинства рабочих почти нет времени для своих семей.;X
twelve_hours_desc;В двенадцать часов в день рабочие начинают проводить время со своими семьями и быстро становятся обычными посетителями таверн и кабаре после работы.;X
ten_hours_desc;В то время как заработная плата растет, а рабочее время сокращается, у людей появляется больше времени для отдыха и потребления, что повышает спрос. Выходные дни без работы-обычное явление, и у белых воротничков есть система ежегодных отпусков.;X
eight_hours_desc;По восемь часов в день почти все работники имеют право на выходные и ежегодный отпуск. Свободное время для отдыха находится на самом высоком уровне, а индустрия развлечений находится в середине бума. По всей нашей стране курорты появляются благодаря дешевым отелям и недорогим железнодорожным тарифам, широко распространенным банковским праздникам, и мы наблюдаем исчезновение многих религиозных запретов на светскую деятельность по воскресеньям.;X
unemployment_subsidies;Безработные;X
no_health_care;Отсутствует;X
no_health_care_desc;Правительство не заботится о здравоохранении, и никакого финансирования для него не существует. Немногочисленные существующие медицинские учреждения унаследованы от средневековья и оборудованы соответствующим образом. Медицинская карьера это неформальная профессия, в основном связанная с церковью. В больницах используется примитивное освещение, помещения переполнены, а в коридорах и углах зданий-инфекционные заболевания. Молитвы обычно рекомендуются для лечения недугов.;X
trinket_health_care;Традиционные средства;X
trinket_health_care_desc;Врачи и медсестры имеют элементарное представление о ранах и болезнях, частично полагаясь на старые убеждения при лечении пациентов, но они имеют формальную подготовку. В больницах существуют правила, позволяющие уменьшить переполненность (кровати расположены на расстоянии метра друг от друга), предусмотрены вентиляционные системы, а канализационные трубы, ведущие из больницы, промываются несколько раз в день, а отхожие места/стоки дезинфицируются торфяным углем. Существует скудный сбор данных о пациентах, но нет никаких надлежащих санитарных стандартов для больниц и правительственных учреждений, чтобы проверить их. Медицинские учреждения трудно найти. \n§YДля полного эффекта этой реформы ваши административные расходы должны составлять не менее 20%.§W;X
low_health_care;Слабое здравоохранение;X
low_health_care_desc;Врачи и медсестры начинают лучше понимать раны и болезни во время своих исследований и применять принципы так называемой "микробной теории" при лечении пациентов. Была создана санитарная комиссия, и ее агенты патрулируют больницы, хотя и нечасто, чтобы гарантировать элементарный санитарный стандарт. Медицинские учреждения начинают становиться обычным явлением.\n§YДля полного эффекта этой реформы ваши административные расходы должны составлять не менее 30%.§W;X
acceptable_health_care;Хорошее здравоохранение;X
