PROV889;Malatya;Malatya;Malatya;;Malatya;;;;;;;
PROV890;Van;Van;Van;;Van;;;;;;;
PROV891;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;
PROV892;Hakkari;Hakkari;Hakkari;;Hakkari;;;;;;;
PROV893;Diyarbakir;Diyarbakir;Diyarbakir;;Diyarbakir;;;;;;;
PROV894;Adana;Adana;Adana;;Adana;;;;;;;
PROV895;Mersin;Mersin;Mersin;;Mersin;;;;;;;
PROV896;Marash;Marash;Marash;;Marash;;;;;;;
PROV897;Aleppo;Alep;Aleppo;;Aleppo;;;;;;;
PROV898;Antep;Gaziantep;Antep;;Antep;;;;;;;
PROV899;Urfa;Urfa;Urfa;;Urfa;;;;;;;
PROV900;Antioch;Antioche;Antioch;;Antioquía;;;;;;;
PROV901;Dayr al-Zour;Dayr al-Zour;Dayr al-Zour;;Dayr al-Zour;;;;;;;
PROV902;Damascus;Damas;Damaskus;;Damasco;;;;;;;
PROV903;Homs;Homs;Homs;;Homs;;;;;;;
PROV904;Hama;Hama;Hama;;Hama;;;;;;;
PROV905;Latakia;Latakia;Latakia;;Latakia;;;;;;;
PROV906;Suwayda;Suwayda;Suwayda;;Suwayda;;;;;;;
PROV907;Palmyra;Palmyre;Palmyra;;Palmira;;;;;;;
PROV908;Amman;Amman;Amman;;Ammán;;;;;;;
PROV909;Jerash;Jerash;Jerash;;Jerash;;;;;;;
PROV910;Ruwayshid;Ruwayshid;Ruwayshid;;Ruwayshid;;;;;;;
PROV911;Maan;Maan;Maan;;Maan;;;;;;;
PROV912;Baalbeck;Baalbeck;Baalbek;;Baalbeck;;;;;;;
PROV913;Beirut;Beyrouth;Beirut;;Beirut;;;;;;;
PROV914;Askaleh;Askaleh;Askaleh;;Askaleh;;;;;;;
PROV915;Sidon;Sidon;Sidon;;Sidón;;;;;;;
PROV916;Acre;Acre;Acre;;Acre;;;;;;;
PROV917;Jerusalem;Jérusalem;Jerusalem;;Jerusalén;;;;;;;
PROV918;Nablus;Naplouse;Nablus;;Nablus;;;;;;;
PROV919;Jaffa;Jaffa;Jaffa;;Yafo;;;;;;;
PROV920;Gaza;Gaza;Gaza;;Gaza;;;;;;;
PROV921;Beersheba;Beersheba;Beersheba;;Beersheba;;;;;;;
PROV922;Aqaba;Aqaba;Aqaba;;Aqaba;;;;;;;
PROV923;Mosul;Mossoul;Mosul;;Mosul;;;;;;;
PROV924;Arbil;Arbil;Arbil;;Arbil;;;;;;;
PROV925;Kirkuk;Kirkuk;Kirkuk;;Kirkûk;;;;;;;
PROV926;Baghdad;Bagdad;Baghdad;;Bagdad;;;;;;;
PROV927;Samarra;Samarra;Samarra;;Samarra;;;;;;;
PROV928;Mendeli;Mendeli;Mendeli;;Mendeli;;;;;;;
PROV929;Karbala;Karbala;Karbala;;Karbala;;;;;;;
PROV930;Kut;Kut;Kut;;Kut;;;;;;;
PROV931;Rutbah;Rutbah;Rutbah;;Rutbah;;;;;;;
PROV932;Basra;Bassora;Basra;;Basora;;;;;;;
PROV933;Nasiriyya;Nasiriya;Nasiriyya;;Nasiriyya;;;;;;;
PROV934;Najaf;Nadjaf;Najaf;;Najaf;;;;;;;
PROV935;Kuwait;Koweït;Kuwait;;Kuwait;;;;;;;
PROV936;Grodno;Grodno;Grodno;;Grodno;;;;;;;
PROV937;Brest-Litovsk;Brest-Litovsk;Brest-Litovsk;;Brest-Litovsk;;;;;;;
PROV938;Lida;Lida;Lida;;Lida;;;;;;;
PROV939;Baranovichi;Baranovichi;Baranovichi;;Baranovichi;;;;;;;
PROV940;Pinsk;Pinsk;Pinsk;;Pinsk;;;;;;;
PROV941;Slutsk;Slutsk;Slutsk;;Slutsk;;;;;;;
PROV942;Mozyr;Mozyr;Mozyr;;Mozir;;;;;;;
PROV943;Smolensk;Smolensk;Smolensk;;Smolensk;;;;;;;
PROV944;Orsha;Orsha;Orsha;;Orsha;;;;;;;
PROV945;Vitebsk;Vitebsk;Witebsk;;Vítebsk;;;;;;;
PROV946;Polotsk;Polotsk;Polotsk;;Polotsk;;;;;;;
PROV947;Pastavy;Pastavy;Pastavy;;Pastavy;;;;;;;
PROV948;Mogilev;Mogilev;Mogilev;;Mogilev;;;;;;;
PROV949;Gomel;Gomel;Gomel;;Gómel;;;;;;;
PROV950;Uzgorord;Uzgorod;Uzgorord;;Uzgorord;;;;;;;
PROV951;Stryi;Stryï;Stryi;;Stryi;;;;;;;
PROV952;Ternopil;Ternopil;Ternopil;;Ternopil;;;;;;;
PROV953;Stanislavov;Stanislavov;Stanislavov;;Stanislawow;;;;;;;
PROV954;Vinnitsa;Vinnitsa;Vinnitsa;;Vinnitsa;;;;;;;
PROV955;Proskorov;Proskorov;Proskorov;;Proskorov;;;;;;;
PROV956;Rovne;Rovne;Rovne;;Rovne;;;;;;;
PROV957;Kovel;Kovel;Kovel;;Kovel;;;;;;;
PROV958;Kiev;Kiev;Kiev;;Kíev;;;;;;;
PROV959;Korosten;Korosten;Korosten;;Korosten;;;;;;;
PROV960;Zhitomir;Zhitomir;Zhitomir;;Zhitomir;;;;;;;
PROV961;Cherkassy;Cherkassy;Cherkassy;;Cherkassy;;;;;;;
PROV962;Chernigov;Chernigov;Chernigov;;Chernihiv;;;;;;;
PROV963;Poltava;Poltava;Poltava;;Poltava;;;;;;;
PROV964;Simferopol;Simferopol;Simferopol;;Simferópol;;;;;;;
PROV965;Cherson;Cherson;Cherson;;Cherson;;;;;;;
PROV966;Kerch;Kertch;Kerch;;Kerch;;;;;;;
PROV967;Sevastopol;Sébastopol;Sevastopol;;Sebastopol;;;;;;;
PROV968;Odessa;Odessa;Odessa;;Odesa;;;;;;;
PROV969;Pervomaisk;Pervomaïsk;Pervomaisk;;Pervomaisk;;;;;;;
PROV970;Nikolaev;Nikolaev;Nikolaev;;Nikolaev;;;;;;;
PROV971;Krivoy Rog;Krivoy Rog;Krivoy Rog;;Krivoy Rog;;;;;;;
PROV972;Ekaterinoslav;Ekaterinoslav;Jekaterinoslav;;Ekaterinoslav;;;;;;;
PROV973;Melitopol;Melitopol;Melitopol;;Melitopol;;;;;;;
PROV974;Kramatorsk;Kramatorsk;Kramatorsk;;Kramatorsk;;;;;;;
PROV975;Yuzovka;Yuzovka;Yuzovka;;Yuzovka;;;;;;;
PROV976;Mariupol;Mariupol;Mariupol;;Mariupol;;;;;;;
PROV977;Kursk;Koursk;Kursk;;Kursk;;;;;;;
PROV978;Kharkov;Kharkov;Charkov;;Járkov;;;;;;;
PROV979;Rostov;Rostov;Rostov;;Rostov;;;;;;;
PROV980;Luhansk;Luhansk;Luhansk;;Luhansk;;;;;;;
PROV981;Archangel;Archangel;Archangelsk;;Archangel;;;;;;;
PROV982;Petsamo;Petsamo;Petsamo;;Petsamo;;;;;;;
PROV983;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;
PROV984;Kostomushka;Kostomushka;Kostomushka;;Kostomushka;;;;;;;
PROV985;Mezen;Mezen;Mezen;;Mezen;;;;;;;
PROV986;Naryn Mar;Naryan Mar;Naryn Mar;;Naryn Mar;;;;;;;
PROV987;Ust Sysolsk;Ust Sysolsk;Ust Sysolsk;;Ust Sysolsk;;;;;;;
PROV988;Povyents;Povyents;Povyents;;Povyents;;;;;;;
PROV989;Vologda;Vologda;Vologda;;Vologda;;;;;;;
PROV990;Kotlas;Kotlas;Kotlas;;Kotlas;;;;;;;
PROV991;Uglich;Ouglitch;Uglich;;Uglich;;;;;;;
PROV992;Belozersk;Belozersk;Belozersk;;Belozërsk;;;;;;;
PROV993;Vyterga;Vytegra;Vyterga;;Vyterga;;;;;;;
PROV994;St Petersburg;Saint-Pétersbourg;St Petersburg;;San Petersburgo;;;;;;;
PROV995;Petrozavorsk;Petrozavodsk;Petrozavorsk;;Petrozavorsk;;;;;;;
PROV996;Luga;Luga;Luga;;Luga;;;;;;;
PROV997;Gdov;Gdov;Gdov;;Gdov;;;;;;;
PROV998;Tver;Tver;Tver;;Tver;;;;;;;
PROV999;Rzhev;Rzhev;Rzhev;;Rzhev;;;;;;;
PROV1000;Staritsa;Staritsa;Staritsa;;Staritsa;;;;;;;
PROV1001;Yaroslavl;Yaroslavl;Yaroslavl;;Yaroslavl;;;;;;;
PROV1002;Manzhouli;Manzhouli;Manzhouli;;Manzhouli;;;;;;;
PROV1003;Novgorod;Novgorod;Nowgorod;;Nóvgorod;;;;;;;
PROV1004;Tikhvin;Tikhvine;Tikhvin;;Tikhvin;;;;;;;
PROV1005;Borovichi;Borovitchi;Borovichi;;Borovichi;;;;;;;
PROV1006;Pskov;Pskov;Pskov;;Pskov;;;;;;;
PROV1007;Velikiye Luki;Velikié Louki;Velikiye Luki;;Velikiie Luki;;;;;;;
PROV1008;Moscow;Moscou;Moskau;;Moscú;;;;;;;
PROV1009;Borodino;Borodino;Borodino;;Borodino;;;;;;;
PROV1010;Kaluga;Kalouga;Kaluga;;Kaluga;;;;;;;
PROV1011;Tula;Toula;Tula;;Tula;;;;;;;
PROV1012;Ryazan;Riazan;Ryazan;;Riazán;;;;;;;
PROV1013;Vladimir;Vladimir;Vladimir;;Vladímir;;;;;;;
PROV1014;Vyazma;Viazma;Vyazma;;Vyaz’ma;;;;;;;
PROV1015;Peremyshl;Peremyshl;Peremyshl;;Peremyshl;;;;;;;
PROV1016;Bryansk;Briansk;Bryansk;;Briansk;;;;;;;
PROV1017;Orel;Orel;Orel;;Orel;;;;;;;
PROV1018;Belgorod;Belgorod;Belgorod;;Belgorod;;;;;;;
PROV1019;Voronets;Voronets;Voronets;;Voronets;;;;;;;
PROV1020;Nizhni Novgorod;Nijni Novgorod;Nischni Nowgorod;;Nizhni Novgorod;;;;;;;
PROV1021;Penza;Penza;Penza;;Penza;;;;;;;
PROV1022;Ivanovo;Ivanovo;Ivanovo;;Ivánovo;;;;;;;
PROV1023;Kostorma;Kostroma;Kostorma;;Kostorma;;;;;;;
PROV1024;Galich;Galich;Galich;;Galich;;;;;;;
PROV1025;Tambov;Tambov;Tambov;;Tambov;;;;;;;
PROV1026;Perm;Perm;Perm;;Perm;;;;;;;
PROV1027;Vetluga;Vetlouga;Vetluga;;Vetluga;;;;;;;
PROV1028;Vyatkha;Viatka;Vyatkha;;Vyatkha;;;;;;;
PROV1029;Glasov;Glasov;Glasov;;Glazov;;;;;;;
PROV1030;Kazan;Kazan;Kazan;;Kazán;;;;;;;
PROV1031;Sarapul;Sarapoul;Sarapul;;Sarapul;;;;;;;
PROV1032;Chistopol;Tchistopol;Chistopol;;Chistopol\rquote;;;;;;;
PROV1033;Simbirsk;Simbirsk;Simbirsk;;Simbirsk;;;;;;;
PROV1034;Samara;Samara;Samara;;Samara;;;;;;;
PROV1035;Syzran;Syzran;Syzran;;Sizran;;;;;;;
PROV1036;Astrakhan;Astrakan;Astrakhan;;Astracán;;;;;;;
PROV1037;Saratov;Saratov;Saratov;;Sarátov;;;;;;;
PROV1038;Novo Uzensk;Novo Uzensk;Novo Uzensk;;Novo Uzensk;;;;;;;
PROV1039;Tsaritsyn;Tsaritsyn;Tsaritsyn;;Tsaritsyn;;;;;;;
PROV1040;Zarevka;Zarevka;Zarevka;;Zarevka;;;;;;;
PROV1041;Elitsa;Elista;Elitsa;;Elitsa;;;;;;;
PROV1042;Ufa;Oufa;Ufa;;Ufá;;;;;;;
PROV1043;Busuluk;Bouzoulouk;Busuluk;;Buzuluk;;;;;;;
PROV1044;Orenburg;Orenbourg;Orenburg;;Oremburgo;;;;;;;
PROV1045;Migolinskaya;Migolinskaya;Migolinskaya;;Migolinskaya;;;;;;;
PROV1046;Chirskaya;Chirskaya;Chirskaya;;Chirskaya;;;;;;;
PROV1047;Azov;Azov;Asow;;Azov;;;;;;;
PROV1048;Ekaterinodar;Ekaterinodar;Jekaterinodar;;Ekaterinodar;;;;;;;
PROV1049;Novorossiysk;Novorossiisk;Novorossiysk;;Novorossiysk;;;;;;;
PROV1050;Stavropol;Stavropol;Stavropol;;Stávropol;;;;;;;
PROV1051;Adygei;Adygei;Adygei;;Adygei;;;;;;;
PROV1052;Derbent;Derbent;Derbent;;Derbent;;;;;;;
PROV1053;Gunib;Gunib;Gunib;;Gunib;;;;;;;
PROV1054;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;
PROV1055;Grozny;Grozny;Grozny;;Grozni;;;;;;;
PROV1056;Pyatigorsk;Pyatigorsk;Pyatigorsk;;Piatigorsk;;;;;;;
PROV1057;Kizylyar;Kizylyar;Kizylyar;;Kizylyar;;;;;;;
PROV1058;Ekaterinburg;Ekaterinbourg;Jekaterinburg;;Ekaterimburgo;;;;;;;
PROV1059;Chelyabinsk;Tcheliabinsk;Chelyabinsk;;Chelíabinsk;;;;;;;
PROV1060;Orsk;Orsk;Orsk;;Orsk;;;;;;;
PROV1061;Tyumen;Tioumen;Tyumen;;Tyumen;;;;;;;
PROV1062;Berezov;Berezov;Berezov;;Berezov;;;;;;;
PROV1063;Tomsk;Tomsk;Tomsk;;Tomsk;;;;;;;
PROV1064;Omsk;Omsk;Omsk;;Omsk;;;;;;;
PROV1065;Nizhnevartovsk;Nizhnevartovsk;Nizhnevartovsk;;Nizhnevartovsk;;;;;;;
PROV1066;Tobolsk;Tobolsk;Tobolsk;;Tobolsk;;;;;;;
PROV1067;Barnaul;Barnaul;Barnaul;;Barnaul;;;;;;;
PROV1068;Ulala;Ulala;Ulala;;Ulala;;;;;;;
PROV1069;Vilyuysk;Vilyuysk;Vilyuysk;;Vilyuysk;;;;;;;
PROV1070;Bryanka;Bryanka;Bryanka;;Bryanka;;;;;;;
PROV1071;Bytantaysk;Bytantaysk;Bytantaysk;;Bytantaysk;;;;;;;
PROV1072;Okhotsk;Okhotsk;Okhotsk;;Ojotsk;;;;;;;
PROV1073;Yevensk;Yevensk;Yevensk;;Yevensk;;;;;;;
PROV1074;Petropavlovsk;Petropavlovsk;Petropawlowsk;;Petropavlovsk;;;;;;;
PROV1075;Irkutsk;Irkoutsk;Irkutsk;;Irkutsk;;;;;;;
PROV1076;Bratsk;Bratsk;Bratsk;;Bratsk;;;;;;;
PROV1077;Krasnoyarsk;Krasnoïarsk;Krasnoyarsk;;Krasnoyarsk;;;;;;;
PROV1078;Chita;Chita;Chita;;Chita;;;;;;;
PROV1079;Nerchinsk;Nerchinsk;Nerchinsk;;Nerchinsk;;;;;;;
PROV1080;Chernomin;Chernomin;Chernomin;;Chernomin;;;;;;;
PROV1081;Yaksa;Yaksa;Yaksa;;Yaksa;;;;;;;
PROV1082;Haishenwai;Haishenwai;Haishenwai;;Haishenwai;;;;;;;
PROV1083;Boli;Boli;Boli;;Boli;;;;;;;
PROV1084;Utchan;Utchan;Utchan;;Utchan;;;;;;;
PROV1085;Ulusamudan;Ulusamudan;Ulusamudan;;Ulusamudan;;;;;;;
PROV1086;Pogobi;Pogobi;Pogobi;;Pogobi;;;;;;;
PROV1087;Ootomari;Ootomari;Otomari;;Ootomari;;;;;;;
PROV1088;Shumshu;Shumshu;Shumshu;;Shumshu;;;;;;;
PROV1089;Etorofu;Etorofu;Etorofu;;Etorofu;;;;;;;
PROV1090;Tblisi;Tbillisi;Tiflis;;Tbilisi;;;;;;;
PROV1091;Pasanauri;Pasanauri;Pasanauri;;Pasanauri;;;;;;;
PROV1092;Kutaisi;Kutaisi;Kutaisi;;Kutaisi;;;;;;;
PROV1093;Akhaltsikhe;Akhaltsikhe;Akhaltsikhe;;Akhaltsikhe;;;;;;;
PROV1094;Poti;Poti;Poti;;Poti;;;;;;;
PROV1095;Sukhumi;Sukhumi;Sukhumi;;Sukhumi;;;;;;;
PROV1096;Batum;Batum;Batum;;Batum;;;;;;;
PROV1097;New Caledonia;Nouvelle-Calédonie;Neukaledonien;;Nueva Caledonia;;;;;;;
PROV1098;Erivan;Erévan;Eriwan;;Erivan;;;;;;;
PROV1099;Gyumri;Gyumri;Gyumri;;Gyumri;;;;;;;
PROV1100;Kapan;Kapan;Kapan;;Kapan;;;;;;;
PROV1101;Nakhichevan;Nakhitchevan;Nakhichevan;;Nakhichevan;;;;;;;
PROV1102;Baku;Baku;Baku;;Bakú;;;;;;;
PROV1103;Siyazen;Siyazen;Siyazen;;Siyazen;;;;;;;
PROV1104;Sheki;Sheki;Sheki;;Sheki;;;;;;;
PROV1105;Ganja;Ganja;Ganja;;Ganja;;;;;;;
PROV1106;Agdam;Agdam;Agdam;;Agdam;;;;;;;
PROV1107;Lankaran;Lankaran;Lankaran;;Lankaran;;;;;;;
PROV1108;Tabriz;Tabriz;Tabriz;;Tabrîz;;;;;;;
PROV1109;Khvoy;Khvoy;Khvoy;;Jvoy;;;;;;;
PROV1110;Urumia;Urumia;Urumia;;Urumia;;;;;;;
PROV1111;Mahabad;Mahabad;Mahabad;;Mahabad;;;;;;;
PROV1112;Ardabil;Ardabil;Ardabil;;Ardebil;;;;;;;
PROV1113;Rasht;Rasht;Rasht;;Rasht;;;;;;;
PROV1114;Noshehr;Noshehr;Noshehr;;Noshehr;;;;;;;
PROV1115;Sari;Sari;Sari;;Sari;;;;;;;
PROV1116;Gorgan;Gorgan;Gorgan;;Gorgân;;;;;;;
PROV1117;Kermanshah;Kermanshah;Kermanshah;;Kermanshah;;;;;;;
PROV1118;Sanandaj;Sanandaj;Sanandaj;;Sanandaj;;;;;;;
PROV1119;Ilam;Ilam;Ilam;;Ilam;;;;;;;
PROV1120;Khoramabad;Khoramabad;Khoramabad;;Khoramabad;;;;;;;
PROV1121;Tehran;Tehéran;Teheran;;Tehrán;;;;;;;
PROV1122;Hamadan;Hamadan;Hamadan;;Hamadân;;;;;;;
PROV1123;Zanjan;Zanjan;Zanjan;;Zanjan;;;;;;;
PROV1124;Qazvin;Qazvin;Qazvin;;Qazvin;;;;;;;
PROV1125;Qom;Qom;Qom;;Qom;;;;;;;
PROV1126;Semnan;Semnan;Semnan;;Semnan;;;;;;;
PROV1127;Isfahan;Ispahan;Isfahan;;Isfahán;;;;;;;
PROV1128;Arak;Arak;Arak;;Arak;;;;;;;
PROV1129;Kashan;Kashan;Kashan;;Kashan;;;;;;;
PROV1130;Yazd;Yazd;Yazd;;Yazd;;;;;;;
PROV1131;Ahvaz;Ahvaz;Ahvaz;;Ahvaz;;;;;;;
PROV1132;Abadan;Abadan;Abadan;;Âbâdân;;;;;;;
PROV1133;Dezful;Dezful;Dezful;;Dezful;;;;;;;
PROV1134;Dehkord;Dehkord;Dehkord;;Dehkord;;;;;;;
PROV1135;Shiraz;Shiraz;Shiraz;;Shîrâz;;;;;;;
PROV1136;Bushire;Bushire;Bushire;;Bushire;;;;;;;
PROV1137;Yasuj;Yasuj;Yasuj;;Yasuj;;;;;;;
PROV1138;Kangan;Kangan;Kangan;;Kangan;;;;;;;
PROV1139;Sirjan;Sirjan;Sirjan;;Sirjan;;;;;;;
PROV1140;Kerman;Kerman;Kerman;;Kermân;;;;;;;
PROV1141;Lengeh;Lengeh;Lengeh;;Lengeh;;;;;;;
PROV1142;Bandar Abbas;Bandar Abbas;Bandar Abbas;;Bandar-e 'Abbâs;;;;;;;
PROV1143;Bam;Bam;Bam;;Bam;;;;;;;
PROV1144;Zahedan;Zahedan;Zahedan;;Zahedan;;;;;;;
PROV1145;Jask;Jask;Jask;;Jask;;;;;;;
PROV1146;Chabahar;Chabahar;Chabahar;;Chabahar;;;;;;;
PROV1147;Mashhad;Mashhad;Mashhad;;Mashhad;;;;;;;
PROV1148;Birjand;Birjand;Birjand;;Bîrjand;;;;;;;
PROV1149;Sabzevar;Sabzevar;Sabzevar;;Sabzevar;;;;;;;
PROV1150;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;
PROV1151;Mecca;La Mecque;Mecca;;La Meca;;;;;;;
PROV1152;Jidda;Jidda;Jidda;;Jidda;;;;;;;
PROV1153;Medina;Medina;Medina;;Medina;;;;;;;
PROV1154;Tabuk;Tabuk;Tabuk;;Tabuk;;;;;;;
PROV1155;Abha;Abha;Abha;;Abha;;;;;;;
PROV1156;Kaf;Kaf;Kaf;;Kaf;;;;;;;
PROV1157;Riyadh;Riyadh;Riyadh;;Riad;;;;;;;
PROV1158;Rafha;Rafha;Rafha;;Rafha;;;;;;;
PROV1159;Halaban;Halaban;Halaban;;Halaban;;;;;;;
PROV1160;Hail;Hail;Hail;;Hail;;;;;;;
PROV1161;Sharurah;Sharurah;Sharurah;;Sharurah;;;;;;;
PROV1162;Bahrain;Bahreïn;Bahrain;;Bahrain;;;;;;;
PROV1163;Qatif;Qatif;Qatif;;Qatif;;;;;;;
PROV1164;Hufuf;Hufuf;Hufuf;;Hufuf;;;;;;;
PROV1165;Doha;Doha;Doha;;Doha;;;;;;;
PROV1166;Muscat;Mascate;Muscat;;Muscat;;;;;;;
PROV1167;Abu Dhabi;Abu Dhabi;Abu Dhabi;;Abu Dhabi;;;;;;;
PROV1168;Dubai;Dubaï;Dubai;;Dubai;;;;;;;
PROV1169;Sohar;Sohar;Sohar;;Sohar;;;;;;;
PROV1170;Nizwa;Nizwa;Nizwa;;Nizwa;;;;;;;
PROV1171;Sur;Sur;Sur;;Sur;;;;;;;
PROV1172;Duqm;Duqm;Duqm;;Duqm;;;;;;;
PROV1173;Mukalla;Mukalla;Mukalla;;Mukalla;;;;;;;
PROV1174;Salalah;Salalah;Salalah;;Salalah;;;;;;;
PROV1175;Ghayda;Ghayda;Ghayda;;Ghayda;;;;;;;
PROV1176;Bayda;Bayda;Bayda;;Bayda;;;;;;;
PROV1177;Socotra;Socotra;Socotra;;Socotra;;;;;;;
PROV1178;Sana;Sanaa;Sana;;Saná;;;;;;;
PROV1179;Hodeida;Hodeida;Hodeida;;Hodeida;;;;;;;
PROV1180;Taizz;Taizz;Taizz;;Taizz;;;;;;;
PROV1181;Qaraganda;Qaraganda;Qaraganda;;Qaraganda;;;;;;;
PROV1182;Guryev;Guryev;Guryev;;Gureiev;;;;;;;
PROV1183;Aqtobe;Aqtobe;Aqtobe;;Aqtobe;;;;;;;
PROV1184;Kokshetau;Kokshetau;Kokshetau;;Kokshetau;;;;;;;
PROV1185;Yasi;Yasi;Yasi;;Yasi;;;;;;;
PROV1186;Alma Ata;Alma Ata;Alma Ata;;Alma Ata;;;;;;;
PROV1187;Semipalatinsk;Semipalatinsk;Semipalatinsk;;Semipalátinsk;;;;;;;
PROV1188;Qaratal;Qaratal;Qaratal;;Qaratal;;;;;;;
PROV1189;Bishkek;Bishkek;Bishkek;;Bishkek;;;;;;;
PROV1190;Naryn;Naryn;Naryn;;Naryn;;;;;;;
PROV1191;Khiva;Khiva;Khiva;;Khiva;;;;;;;
PROV1192;Nukus;Nukus;Nukus;;Nukus;;;;;;;
PROV1193;Kyzylorda;Kyzylorda;Kyzylorda;;Kyzylorda;;;;;;;
PROV1194;Aqtau;Aktau;Aqtau;;Aqtau;;;;;;;
PROV1195;Tashkent;Tashkent;Tashkent;;Tashkent;;;;;;;
PROV1196;Dashhowuz;Dashhowuz;Dashhowuz;;Dashhowuz;;;;;;;
PROV1197;Shymkent;Shymkent;Shymkent;;Shymkent;;;;;;;
PROV1198;Bukhara;Boukhara;Buchara;;Bukhara;;;;;;;
PROV1199;Samarkand;Samarkand;Samarkand;;Samarcanda;;;;;;;
PROV1200;Qarshi;Qarshi;Qarshi;;Qarshi;;;;;;;
PROV1201;Khojand;Khojand;Khojand;;Khojand;;;;;;;
PROV1202;Kokand;Kokand;Kokand;;Kokand;;;;;;;
PROV1203;Osh;Osh;Osh;;Osh;;;;;;;
PROV1204;Ashkhabad;Ashgabat;Ashkhabad;;Ashkhabad;;;;;;;
PROV1205;Kyzyl Arvat;Kyzyl Arvat;Kyzyl Arvat;;Kyzyl Arvat;;;;;;;
PROV1206;Merv;Merv;Merv;;Merv;;;;;;;
PROV1207;Kulob;Kulob;Kulob;;Kulob;;;;;;;
PROV1208;Khorug;Khorog;Khorug;;Khorug;;;;;;;
PROV1209;Kabul;Kabul;Kabul;;Kabul;;;;;;;
PROV1210;Faizabad;Faizabad;Faizabad;;Faizabad;;;;;;;
PROV1211;Balkh;Balkh;Balkh;;Balkh;;;;;;;
PROV1212;Herat;Herat;Herat;;Herât;;;;;;;
PROV1213;Bamyan;Bamyan;Bamyan;;Bamyan;;;;;;;
PROV1214;Farrah;Farrah;Farrah;;Farrah;;;;;;;
PROV1215;Kandahar;Kandahar;Kandahar;;Kandahâr;;;;;;;
PROV1216;Jalalabad;Jalalabad;Jalalabad;;Jalalabad;;;;;;;
PROV1217;Ghazni;Ghazni;Ghazni;;Ghazni;;;;;;;
PROV1218;Peshawar;Peshawar;Peshawar;;Peshawar;;;;;;;
PROV1219;Quetta;Quetta;Quetta;;Quetta;;;;;;;
PROV1220;Dalbandin;Dalbandin;Dalbandin;;Dalbandin;;;;;;;
PROV1221;Kalat;Kalat;Kalat;;Kalat;;;;;;;
PROV1222;Bela;Bela;Bela;;Bela;;;;;;;
PROV1223;Chitral;Chitral;Chitral;;Chitral;;;;;;;
PROV1224;Srinagar;Srinagar;Srinagar;;Srînagar;;;;;;;
PROV1225;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;
PROV1226;Leh;Leh;Leh;;Leh;;;;;;;
PROV1227;Lahore;Lahore;Lahore;;Lahore;;;;;;;
PROV1228;Multan;Multan;Multan;;Multan;;;;;;;
PROV1229;Sialkot;Sialkot;Sialkot;;Sialkot;;;;;;;
PROV1230;Attock;Attock;Attock;;Attock;;;;;;;
PROV1231;Bahawalpur;Bahawalpur;Bahawalpur;;Bahawalpur;;;;;;;
PROV1232;Shahpur;Shahpur;Shahpur;;Shahpur;;;;;;;
PROV1233;Amritsar;Amritsar;Amritsar;;Amritsar;;;;;;;
PROV1234;Firozpur;Firozpur;Firozpur;;Firozpur;;;;;;;
PROV1235;Simla;Simla;Simla;;Simla;;;;;;;
PROV1236;Delhi;Delhi;Delhi;;Delhi;;;;;;;
PROV1237;Panipat;Panipat;Panipat;;Panipat;;;;;;;
PROV1238;Dehra Dun;Dehra Dun;Dehra Dun;;Dehra Dun;;;;;;;
PROV1239;Meerut;Meerut;Meerut;;Meerut;;;;;;;
PROV1240;Agra;Agra;Agra;;Agra;;;;;;;
PROV1241;Cawnpore;Cawnpore;Cawnpore;;Kânpur;;;;;;;
PROV1242;Lucknow;Lucknow;Lucknow;;Lucknow;;;;;;;
PROV1243;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;
PROV1244;Fyzabad;Fyzabad;Fyzabad;;Fyzabad;;;;;;;
PROV1245;Benares;Bénarès;Benares;;Benarés;;;;;;;
PROV1246;Gorakhpur;Gorakhpur;Gorakhpur;;Gorakhpur;;;;;;;
PROV1247;Patna;Patna;Patna;;Patna;;;;;;;
PROV1248;Gaya;Gaya;Gaya;;Gaya;;;;;;;
PROV1249;Kharswari;Kharswari;Kharswari;;Kharswari;;;;;;;
PROV1250;Bhagalpur;Bhagalpur;Bhagalpur;;Bhagalpur;;;;;;;
PROV1251;Calcutta;Calcutta;Calcutta;;Calcuta;;;;;;;
PROV1252;Darjeeling;Darjeeling;Darjeeling;;Dârjiling;;;;;;;
PROV1253;Bardwan;Bardwan;Bardwan;;Bardwan;;;;;;;
PROV1254;Dacca;Dacca;Dacca;;Dhaka;;;;;;;
PROV1255;Rajshahi;Rajshahi;Rajshahi;;Rajshahi;;;;;;;
PROV1256;Jessore;Jessore;Jessore;;Jessore;;;;;;;
PROV1257;Chittagong;Chittagong;Chittagong;;Chittagong;;;;;;;
PROV1258;Gauhati;Gauhati;Gauhati;;Gauhati;;;;;;;
PROV1259;Imphal;Imphal;Imphal;;Imphâl;;;;;;;
PROV1260;Dibrugarh;Dibrugarh;Dibrugarh;;Dibrugarh;;;;;;;
PROV1261;Cuttack;Cuttack;Cuttack;;Cuttack;;;;;;;
